annealing_time,chain_strength,repeat,ligand,case_name,run_tag,status,sample_log,eval_log,hash_ok,cached_ok,embedding_sha,qubo_sha
2,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at2_cs0p5_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at2_cs0p5_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at2_cs0p5_r3_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
2,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at2_cs0p75_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at2_cs0p75_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at2_cs0p75_r3_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
5,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at5_cs0p5_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at5_cs0p5_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at5_cs0p5_r3_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
5,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at5_cs0p75_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at5_cs0p75_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at5_cs0p75_r3_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
10,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at10_cs0p5_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at10_cs0p5_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at10_cs0p5_r3_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
10,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at10_cs0p75_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at10_cs0p75_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at10_cs0p75_r3_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
20,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at20_cs0p5_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at20_cs0p5_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at20_cs0p5_r3_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
20,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at20_cs0p75_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at20_cs0p75_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at20_cs0p75_r3_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
50,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at50_cs0p5_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at50_cs0p5_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at50_cs0p5_r3_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
50,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at50_cs0p75_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at50_cs0p75_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at50_cs0p75_r3_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
100,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at100_cs0p5_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at100_cs0p5_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at100_cs0p5_r3_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
100,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at100_cs0p75_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at100_cs0p75_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at100_cs0p75_r3_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
200,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at200_cs0p5_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at200_cs0p5_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at200_cs0p5_r3_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
200,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at200_cs0p75_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at200_cs0p75_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at200_cs0p75_r3_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
500,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at500_cs0p5_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at500_cs0p5_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at500_cs0p5_r3_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
500,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at500_cs0p75_r3_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at500_cs0p75_r3_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at500_cs0p75_r3_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
1000,0.5,3,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at1000_cs0p5_r3_20260407_182901,sample_failed_no_ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at1000_cs0p5_r3_20260407_182901_sample.log,,false,false,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
1000,0.75,3,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at1000_cs0p75_r3_20260407_182901,sample_failed_no_ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at1000_cs0p75_r3_20260407_182901_sample.log,,false,false,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
0.5,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at0p5_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at0p5_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at0p5_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
0.5,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at0p5_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at0p5_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at0p5_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
1,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at1_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at1_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at1_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
1,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at1_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at1_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at1_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
2,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at2_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at2_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at2_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
2,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at2_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at2_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at2_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
5,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at5_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at5_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at5_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
5,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at5_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at5_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at5_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
10,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at10_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at10_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at10_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
10,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at10_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at10_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at10_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
20,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at20_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at20_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at20_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
20,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at20_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at20_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at20_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
50,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at50_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at50_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at50_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
50,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at50_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at50_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at50_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
100,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at100_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at100_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at100_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
100,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at100_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at100_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at100_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
200,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at200_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at200_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at200_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
200,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at200_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at200_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at200_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
500,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at500_cs0p5_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at500_cs0p5_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at500_cs0p5_r4_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
500,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at500_cs0p75_r4_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at500_cs0p75_r4_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at500_cs0p75_r4_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
1000,0.5,4,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at1000_cs0p5_r4_20260407_182901,sample_failed_no_ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at1000_cs0p5_r4_20260407_182901_sample.log,,false,false,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
1000,0.75,4,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at1000_cs0p75_r4_20260407_182901,sample_failed_no_ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at1000_cs0p75_r4_20260407_182901_sample.log,,false,false,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
0.5,0.5,5,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at0p5_cs0p5_r5_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at0p5_cs0p5_r5_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at0p5_cs0p5_r5_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
0.5,0.75,5,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at0p5_cs0p75_r5_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at0p5_cs0p75_r5_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at0p5_cs0p75_r5_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
1,0.5,5,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at1_cs0p5_r5_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at1_cs0p5_r5_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at1_cs0p5_r5_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
1,0.75,5,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at1_cs0p75_r5_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at1_cs0p75_r5_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at1_cs0p75_r5_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
2,0.5,5,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at2_cs0p5_r5_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at2_cs0p5_r5_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at2_cs0p5_r5_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
2,0.75,5,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at2_cs0p75_r5_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at2_cs0p75_r5_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at2_cs0p75_r5_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
5,0.5,5,3nq9,3nq9_Kdist7.500_Kmono19.000,atsweep_3nq9_at5_cs0p5_r5_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at5_cs0p5_r5_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_3nq9_at5_cs0p5_r5_20260407_182901_eval.log,true,true,1140c769647c59163eeb1b7013028f78bd4456540d53acee9c1cbc1243df9290,4970855b156ec58080ac62887dc95a555bd4632584f2a807666b106e0d0b9f43
5,0.75,5,4jsz,4jsz_Kdist0.500_Kmono1.000,atsweep_4jsz_at5_cs0p75_r5_20260407_182901,ok,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at5_cs0p75_r5_20260407_182901_sample.log,./annealing_time_sweep_qpu_fixedemb_v113_opt1_r1to10/logs/atsweep_4jsz_at5_cs0p75_r5_20260407_182901_eval.log,true,true,ec859ffbd18b211df17732f99dbe11df31e65f5438fd5e904fa53a1b2cc48349,11fa05c7abd75d749dc28c825d2efc7575186397527a3f83a04d419ebcec6de6
